Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Price,Storage Type
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,24,512,Nvidia GeForce GTX1080,Windows 10,158135.04,SSD
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Nvidia GeForce 930MX,Windows 10,47365.92,SSD
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 +  1 ,Nvidia GeForce GTX1050 Ti,Windows 10,80133.12,SSD
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256 +  1 ,Nvidia GeForce GTX 1060,Windows 10,74538.72,SSD
HP,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,74538.72,SSD
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256,Intel HD Graphics 620,Windows 10,68184.0144,SSD
HP,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6006U 2GHz,4,128,Intel HD Graphics 520,Windows 10,36709.92,SSD
Dell,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128 +  1 ,AMD Radeon 530,Linux,47365.92,SSD
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 7,71395.2,SSD
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,1 ,Nvidia GeForce 920MX,Windows 10,42570.72,Other
Lenovo,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6006U 2GHz,8,2 ,Nvidia GeForce 920MX ,No OS,24455.52,Other
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,500 ,AMD Radeon R5 M430,Windows 10,31168.8,Other
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8,256,Intel HD Graphics 620,Windows 10,73366.56,SSD
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128 +  1 ,Nvidia GeForce GTX 1070,Windows 10,160520.3856,SSD
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,500 ,Intel HD Graphics 620,Windows 10,45820.8,Other
Asus,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,8,256 +  1 ,Nvidia GeForce GTX 960M,Windows 10,69210.72,SSD
Mediacom,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4,32,Intel HD Graphics 500,Windows 10,19660.32,SSD
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128 +  1 ,Nvidia GeForce GTX 1060,Windows 10,87858.72,SSD
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,256,Nvidia GeForce 930MX,Windows 10,72940.31999999999,SSD
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256,AMD Radeon 530,Windows 10,42486.0048,SSD
HP,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N3710 1.6GHz,4,256,Intel HD Graphics 405,Windows 10,21258.1872,SSD
HP,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,1 ,Nvidia GeForce GTX 1060,Windows 10,95850.72,Other
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Nvidia GeForce 940MX,Windows 10,45767.52,SSD
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 8550U 1.8GHz,8,256,Intel UHD Graphics 620,Windows 10,74538.72,SSD
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128,Intel HD Graphics 520,Windows 10,39207.1536,SSD
HP,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,61005.6,SSD
Acer,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1 ,Nvidia GeForce GTX 1050,Linux,42517.44,Other
Asus,Notebook,15.6,1366x768 HD Ready,AMD E-Series 7110 1.8GHz,4,500 ,AMD Radeon R2 Graphics,Windows 10,18594.72,Other
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128,Intel HD Graphics 620,Windows 10,37589.04,SSD
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,500 ,Intel HD Graphics 620,Windows 10,41824.8,Other
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,1 ,Intel HD Graphics 520,No OS,24634.008,Other
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,500 ,Intel HD Graphics 520,Windows 10,21152.16,Other
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows 10,92121.12,SSD
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128,Intel HD Graphics 520,Windows 10,26586.72,SSD
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,59513.2272,SSD
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 +  1 ,Nvidia GeForce GTX 1070,Windows 10,143802.72,SSD
HP,Notebook,17.3,1600x900 HD,Intel Core i3 6006U 2GHz,8,1 ,Intel HD Graphics 520,Windows 10,28992.312,Other
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1 ,Nvidia GeForce 930MX,Windows 10,68198.4,Other
Asus,Notebook,15.6,1366x768 HD Ready,Intel Celeron Dual Core N3350 1.1GHz,4,500 ,Intel HD Graphics 500,Linux,11934.72,Other
Mediacom,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4,32 ,Intel HD Graphics,Windows 10,13586.4,Other
Lenovo,Notebook,17.3,1600x900 HD,Intel Core i7 7500U 2.7GHz,6,128 +  1 ,Nvidia GeForce 940MX,Windows 10,50562.72,SSD
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD A10-Series A10-9620P 2.5GHz,6,128,AMD Radeon 530,Windows 10,30310.992,SSD
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6006U 2GHz,4,1 ,AMD Radeon R5 M420,Windows 10,32921.712,Other
Acer,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 2.0GHz,4,32 ,Intel HD Graphics 500,Windows 10,18594.72,Other
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,128,Intel HD Graphics 620,Windows 10,33566.4,SSD
HP,Ultrabook,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y75 1.2GHz,16,512,Intel HD Graphics 515,Windows 10,104695.2,SSD
Lenovo,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia Quadro M620M,Windows 10,159786.72,SSD
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128 +  1 ,Nvidia GeForce GTX 1050,Windows 10,44701.92,SSD
Dell,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8,128,Intel UHD Graphics 620,Windows 10,85194.72,SSD
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i5 7300U 2.6GHz,4,500 ,Intel HD Graphics 620,Windows 10,51095.52,Other
Fujitsu,Notebook,15.6,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,8,1 ,Intel HD Graphics 620,Windows 10,39373.92,Other
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,4,500 ,Intel HD Graphics 505,Windows 10,18328.32,Other
Lenovo,Notebook,14.0,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,4,500 ,Intel HD Graphics 620,Windows 10,52747.2,Other
HP,Workstation,17.3,1600x900 HD,Intel Core i5 7440HQ 2.8GHz,8,500 ,Nvidia Quadro M1200,Windows 10,99153.5472,Other
HP,Notebook,14.0,1366x768 HD Ready,Intel Pentium Quad Core N3710 1.6GHz,8,2 ,Intel HD Graphics 405,Windows 10,20725.92,Other
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6,256,AMD Radeon 530,Windows 10,34578.72,SSD
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,44222.4,SSD
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,500 ,Intel HD Graphics 620,Windows 10,36496.8,Other
Mediacom,Notebook,14.0,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4,32,Intel HD Graphics,Windows 10,13266.72,SSD
Toshiba,Ultrabook,14.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows 10,99367.2,SSD
Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,256 +  1 ,Nvidia GeForce GTX 1070,Windows 10,141884.63999999998,SSD
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16,512 +  1 ,Nvidia GeForce GTX 1070,Windows 10,145401.12,SSD
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,AMD Radeon R5 M430,Linux,39907.2528,SSD
Mediacom,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4,32,Intel HD Graphics 500,Windows 10,20725.92,SSD
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i5 7300U 2.6GHz,8,500 ,Intel HD Graphics 620,Windows 10,53733.94559999999,Other
HP,Notebook,13.3,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128,Intel HD Graphics 620,Windows 10,38308.32,SSD
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16,256,Nvidia GeForce 930MX,Windows 10,81912.13919999999,SSD
Dell,Netbook,11.6,1366x768 HD Ready,Intel Celeron Dual Core N3060 1.6GHz,4,16 ,Intel HD Graphics 400,Chrome OS,15717.6,Other
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,128 +  1 ,Nvidia GeForce GTX 980M,Windows 10,125154.72,SSD
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 +  1 ,Nvidia GeForce GTX 1050,Windows 10,79813.44,SSD
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,12,256,Intel HD Graphics 520,Windows 10,89137.44,SSD
Lenovo,Notebook,15.6,Touchscreen 1366x768 HD Ready,Intel Core i7 8550U 1.8GHz,12,1 ,Intel HD Graphics 620,Windows 10,32447.52,Other
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128 +  1 ,Nvidia GeForce GTX 1060,Windows 10,94305.6,SSD
Asus,2 in 1 Convertible,15.6,Touchscreen 1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,8,1 ,Intel HD Graphics 520,Windows 10,39373.92,Other
Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12,512,AMD Radeon 530,Windows 10,50562.72,SSD
Dell,2 in 1 Convertible,11.6,Touchscreen 1366x768 HD Ready,Intel Core M 7Y30 1.0GHz,4,128,Intel HD Graphics 615,Windows 10,32127.84,SSD
Samsung,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128 +  1 ,Nvidia GeForce GTX 1050,Windows 10,90522.72,SSD
Lenovo,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,500 ,Intel HD Graphics 520,No OS,28185.12,Other
Lenovo,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6100U 2.3GHz,8,1 ,Intel HD Graphics 520,Windows 10,24455.52,Other
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows 10,107892.0,SSD
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256,Intel HD Graphics 630,Windows 10,78534.72,SSD
Dell,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,88977.59999999999,SSD
Dell,Workstation,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia Quadro M620,Windows 10,93932.64,SSD
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,64948.32,SSD
HP,Notebook,15.6,1366x768 HD Ready,Intel Core i3 7100U 2.4GHz,4,500 ,Intel HD Graphics 620,Windows 10,35616.6144,Other
Acer,Notebook,14.0,Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4,32 ,Intel HD Graphics 500,Windows 10,17529.12,Other
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,128 +  1 ,Nvidia GeForce GTX 970M,Windows 10,117162.72,SSD
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6006U 2GHz,4,1 ,AMD Radeon R5 M420,Linux,24775.2,Other
MSI,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,256 +  2 ,Nvidia GeForce GTX 1060,Windows 10,122490.72,SSD
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,74538.72,SSD
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6,1 ,Intel HD Graphics 620,Windows 10,30049.92,Other
Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256,Intel HD Graphics 630,Windows 10,69210.72,SSD
Acer,Notebook,14.0,1366x768 HD Ready,Intel Pentium Quad Core N3710 1.6GHz,4,128 ,Intel HD Graphics 405,Windows 10,18594.72,Other
Lenovo,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Xeon E3-1535M v6 3.1GHz,32,1,Nvidia Quadro M2200M,Windows 10,261018.72,SSD
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,1 ,Nvidia GeForce GTX 960<U+039C>,Windows 10,46833.6528,Other
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6006U 2.0GHz,4,1 ,Intel HD Graphics 520,Linux,23650.992,Other
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6006U 2.0GHz,4,1 ,Intel HD Graphics 520,Linux,19127.52,Other
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i5 7300U 2.6GHz,4,500 ,Intel HD Graphics 620,Linux,46300.32,Other
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 +  1 ,Nvidia GeForce GTX 1050,Windows 10,62231.04,SSD
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128,AMD Radeon R5 M420,Linux,30316.32,SSD
HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512,Intel HD Graphics 620,Windows 10,74005.92,SSD
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 +  1 ,Nvidia GeForce GTX 1070,Windows 10,120831.5808,SSD
Acer,2 in 1 Convertible,11.6,IPS Panel Touchscreen 1366x768,Intel Celeron Quad Core N3160 1.6GHz,4,32 ,Intel HD Graphics 400,Chrome OS,20193.12,Other
HP,Notebook,14.0,1366x768 HD Ready,Intel Core i5 7300U 2.6GHz,8,256,Intel HD Graphics 620,Windows 10,59886.72,SSD
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 7,78055.2,SSD
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,1 ,AMD Radeon 530,Windows 10,41345.28,Other
Fujitsu,Notebook,15.6,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,42570.72,SSD
HP,Notebook,15.6,1366x768 HD Ready,Intel Core i5 6200U 2.3GHz,4,500 ,Intel HD Graphics 520,Windows 7,49656.96,Other
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1 ,Nvidia GeForce 920MX,Windows 10,47898.72,Other
Mediacom,Notebook,14.0,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,2,32 ,Intel HD Graphics,Windows 10,12733.92,Other
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128,Intel HD Graphics 620,No OS,24935.04,SSD
Asus,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,6,1 ,Intel HD Graphics 620,Windows 10,34046.4528,Other
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256,Nvidia GeForce GTX 1050,Windows 10,96969.6,SSD
Asus,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows 10,101232.0,SSD
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 +  1 ,Nvidia GeForce GTX 1050 Ti,Windows 10,78801.12,SSD
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,256,Intel UHD Graphics 620,Windows 10,44169.12,SSD
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1 ,Nvidia GeForce 920MX ,Windows 10,30849.12,Other
Asus,Notebook,15.6,1366x768 HD Ready,Intel Celeron Dual Core N3350 1.1GHz,8,1 ,Intel HD Graphics 500,Windows 10,21258.72,Other
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1 ,Nvidia GeForce GTX 1050,Windows 10,48304.7136,Other
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 8250U 1.6GHz,8,256,Intel UHD Graphics 620,Windows 10,99580.32,SSD
Lenovo,Notebook,14.0,1366x768 HD Ready,Intel Celeron Dual Core N3060 1.6GHz,2,32 ,Intel HD Graphics 400,Windows 10,13266.72,Other
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,93635.3376,SSD
Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,1,Nvidia GeForce GTX 1050,Windows 10,127818.72,SSD
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 +  1 ,Nvidia GeForce GTX 1050M,Windows 10,59087.52,SSD
HP,Notebook,17.0,1600x900 HD,AMD A9-Series 9420 3GHz,8,1 ,AMD Radeon R5,Windows 10,27753.552,Other
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows 10,130536.0,SSD
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1 ,Nvidia GeForce GTX 1050 Ti,No OS,62284.32,Other
Acer,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6006U 2GHz,4,500 ,Intel HD Graphics 520,Windows 10,23976.0,Other
Lenovo,Notebook,14.0,1366x768 HD Ready,Intel Celeron Dual Core N3060 1.6GHz,4,32 ,Intel HD Graphics,Windows 10,14598.72,Other
Acer,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel Graphics 620,Windows 10,48964.32,SSD
Razer,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256,Nvidia GeForce GTX 1060,Windows 10,138474.72,SSD
Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,64628.64,SSD
Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,84395.52,SSD
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,512,Nvidia GeForce GTX 1080,Windows 10,149130.72,SSD
Acer,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1 ,Nvidia GeForce GTX 1050,Linux,37775.52,Other
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256,Intel UHD Graphics 620,Windows 10,77250.672,SSD
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 +  1 ,Nvidia GeForce GTX 1050 Ti,Windows 10,63499.10399999999,SSD
HP,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6006U 2GHz,4,500 ,Intel HD Graphics 520,No OS,19441.872,Other
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,500 ,Intel HD Graphics 620,Windows 10,56689.92,Other
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256,AMD Radeon 530,Windows 10,48964.32,SSD
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256 +  2 ,AMD Radeon 530,Windows 10,60472.8,SSD
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128 +  1 ,Nvidia GeForce GTX 960,Windows 10,63722.88,SSD
Dell,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32,512 +  1 ,Nvidia GeForce GTX 1070,Windows 10,167691.8736,SSD
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256,Intel HD Graphics 520,Windows 10,65481.12,SSD
Lenovo,Notebook,15.6,1366x768 HD Ready,Intel Celeron Dual Core N3350 1.1GHz,4,500 ,Intel HD Graphics 500,Windows 10,22324.32,Other
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500 ,Intel HD Graphics 520,Windows 10,28504.8,Other
HP,Notebook,15.6,1920x1080,Intel Core i3 6006U 2GHz,6,1 ,AMD Radeon R5 M430,Windows 10,28717.92,Other
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 +  1 ,Nvidia GeForce GTX 1060,Windows 10,79215.1056,SSD
Toshiba,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6100U 2.1GHz,4,128,Intel HD Graphics 520,Windows 10,26533.44,SSD
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1 ,Intel HD Graphics 620,Windows 10,50882.4,Other
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1 ,AMD Radeon 530,Windows 10,39693.6,Other
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,67026.23999999999,SSD
Acer,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6006U 2GHz,4,128,Intel HD Graphics 520,Linux,21951.36,SSD
Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7600U 2.8GHz,8,256,Intel Iris Plus Graphics 640,Windows 10 S,99519.048,SSD
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128 +  1 ,AMD Radeon R5 M430,Windows 10,43580.376,SSD
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,55091.52,SSD
Lenovo,Notebook,15.6,1366x768 HD Ready,AMD E-Series E2-9000 2.2GHz,4,128,AMD Radeon R2 Graphics,Windows 10,18594.72,SSD
HP,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,128,Nvidia GeForce 940MX,Windows 10,37242.72,SSD
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 +  1 ,Nvidia GeForce GTX 1050,Windows 10,68944.31999999999,SSD
Asus,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,60472.8,SSD
HP,2 in 1 Convertible,11.6,Touchscreen 1366x768 HD Ready,Intel Celeron Dual Core N3350 1.1GHz,8,64 ,Intel HD Graphics 500,Chrome OS,26373.6,Other
LG,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,512,Intel HD Graphics 620,Windows 10,122490.72,SSD
Acer,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16,256,Nvidia GeForce GTX 1050 Ti,Windows 10,69210.72,SSD
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256,Nvidia GeForce GTX 1050,Windows 10,53168.112,SSD
Asus,Notebook,15.6,1366x768 HD Ready,Intel Celeron Dual Core N3350 1.1GHz,4,128,Intel HD Graphics 500,Windows 10,22324.32,SSD
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16,128 +  1 ,Nvidia GeForce GTX 1060,Windows 10,109277.28,SSD
HP,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,256,AMD Radeon R5 520,Windows 10,37242.72,SSD
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,512,Intel UHD Graphics 620,Windows 10,79866.72,SSD
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16,256 +  1 ,Nvidia GeForce GTX 1070,Windows 10,149916.6,SSD
HP,Notebook,15.6,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,4,500 ,AMD Radeon 520,Windows 10,32639.8608,Other
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6006U 2GHz,4,1 ,AMD Radeon R5 M430,Windows 10,29073.297599999994,Other
